,T1115TS003_1o,T1115TS003_2o,T1115TS003_3o,T1115TS003_4o,T1115TS003_5o,T1115TS035_1o,T1115TS035_2o,T1115TS035_3o,T1115TS035_4o,T1115TS035_5o,T1115TS054_1o,T1115TS054_2o,T1115TS054_3o,T1115TS054_4o,T1115TS054_5o,T1115TS071_1o,T1115TS071_2o,T1115TS071_3o,T1115TS071_4o,T1115TS071_5o,T1115TS086_1o,T1115TS086_2o,T1115TS086_3o,T1115TS086_4o,T1115TS086_5o,T1115TS091_1o,T1115TS091_2o,T1115TS091_3o,T1115TS091_4o,T1115TS091_5o,T1115TS098_1o,T1115TS098_2o,T1115TS098_3o,T1115TS098_4o,T1115TS098_5o,T1115TS119_1o,T1115TS119_2o,T1115TS119_3o,T1115TS119_4o,T1115TS119_5o,T1115TS125_1o,T1115TS125_2o,T1115TS125_3o,T1115TS125_4o,T1115TS125_5o,T1115TS131_1o,T1115TS131_2o,T1115TS131_3o,T1115TS131_4o,T1115TS131_5o,T1115TS147_1o,T1115TS147_2o,T1115TS147_3o,T1115TS147_4o,T1115TS147_5o,T1115TS150_1o,T1115TS150_2o,T1115TS150_3o,T1115TS150_4o,T1115TS150_5o,T1115TS158_1o,T1115TS158_2o,T1115TS158_3o,T1115TS158_4o,T1115TS158_5o,T1115TS165_1o,T1115TS165_2o,T1115TS165_3o,T1115TS165_4o,T1115TS165_5o,T1115TS169_1o,T1115TS169_2o,T1115TS169_3o,T1115TS169_4o,T1115TS169_5o,T1115TS180_1o,T1115TS180_2o,T1115TS180_3o,T1115TS180_4o,T1115TS180_5o,T1115TS185_1o,T1115TS185_2o,T1115TS185_3o,T1115TS185_4o,T1115TS185_5o,T1115TS187_1o,T1115TS187_2o,T1115TS187_3o,T1115TS187_4o,T1115TS187_5o,T1115TS188_1o,T1115TS188_2o,T1115TS188_3o,T1115TS188_4o,T1115TS188_5o,T1115TS234_1o,T1115TS239_1o,T1115TS239_2o,T1115TS239_3o,T1115TS239_4o,T1115TS239_5o,T1115TS248_1o,T1115TS248_2o,T1115TS248_3o,T1115TS248_4o,T1115TS248_5o,T1115TS278_1o,T1115TS278_2o,T1115TS278_3o,T1115TS278_4o,T1115TS278_5o,T1115TS288_1o,T1115TS288_2o,T1115TS288_3o,T1115TS288_4o,T1115TS288_5o,T1115TS298_1o,T1115TS298_2o,T1115TS298_3o,T1115TS298_4o,T1115TS298_5o,T1115TS320_1o,T1115TS320_2o,T1115TS320_3o,T1115TS320_4o,T1115TS348_1o,T1115TS348_2o,T1115TS348_3o,T1115TS348_4o,T1115TS348_5o,T1115TS352_1o,T1115TS352_2o,T1115TS352_3o,T1115TS352_4o,T1115TS352_5o,T1115TS360_1o,T1115TS360_2o,T1115TS360_3o,T1115TS360_4o,T1115TS360_5o,T1115TS367_1o,T1115TS367_2o,T1115TS367_3o,T1115TS367_4o,T1115TS367_5o,T1115TS374_1o,T1115TS374_2o,T1115TS374_3o,T1115TS374_4o,T1115TS374_5o,T1115TS385_1o,T1115TS390_1o,T1115TS390_2o,T1115TS390_3o,T1115TS390_4o,T1115TS390_5o,T1115TS397_1o,T1115TS397_2o,T1115TS397_3o,T1115TS397_4o,T1115TS397_5o,T1115TS399_1o,T1115TS399_2o,T1115TS399_3o,T1115TS399_4o,T1115TS399_5o,T1115TS423_1o,T1115TS423_2o,T1115TS423_3o,T1115TS423_4o,T1115TS423_5o,T1115TS439_1o,T1115TS439_2o,T1115TS439_3o,T1115TS439_4o,T1115TS439_5o,T1115TS461_1o,T1115TS462_1o,T1115TS462_2o,T1115TS462_3o,T1115TS462_4o,T1115TS462_5o,T1115TS494_1o,T1115TS494_2o,T1115TS494_3o,T1115TS494_4o,T1115TS494_5o
38,0.2504,0.22268,0.25292,0.18242,0.20954,0.22778,0.25007,0.25002,0.24367,0.19201,0.15875,0.16965,0.21808,0.17132,0.1612,0.06418,0.06413,0.06756,0.03558,0.05901,0.24697,0.24459,0.24834,0.24653,0.24453,0.12814,0.22117,0.27351,0.27481,0.12552,0.39685,0.39685,0.0856,0.0856,0.39397,0.22251,0.8903,0.24422,1.0,0.23819,0.15875,0.16965,0.21808,0.17132,0.1612,0.22774,0.08973,0.22488,0.22139,0.15654,0.2913,0.19409,0.24177,0.31725,0.14111,0.21904,0.14679,0.22424,0.13117,0.38034,0.24653,0.24453,0.24275,0.24697,0.24459,0.23776,0.23548,0.23929,0.23776,0.20496,0.39685,0.0856,0.39685,0.0856,0.0856,0.19169,0.11314,0.16029,0.19932,0.21259,0.21317,0.21718,0.57879,0.20846,0.22157,0.14213,0.13343,0.13578,0.13235,0.13301,0.44612,0.44612,0.44612,0.44564,0.39397,0.17288,0.25149,0.14784,0.14244,0.15079,0.20221,0.24342,0.22778,0.25007,0.25002,0.52404,0.09879,0.05725,0.06281,0.59327,0.11045,0.14087,0.16308,0.1621,0.16516,0.15256,0.39397,0.44564,0.19865,0.43622,0.2923,0.10757,0.16573,0.15365,0.34613,0.24303,0.24183,0.2516,0.25939,0.24529,0.14033,0.12925,0.12618,0.10105,0.10805,0.19621,0.19055,0.21447,0.18602,0.18049,0.25171,0.22261,0.23942,0.19106,0.21994,0.40495,0.40588,0.41126,0.4112,0.38811,0.07156,0.16748,0.15689,0.1782,0.18728,0.17771,0.71084,0.71192,0.23212,0.70948,0.19226,0.15875,0.16965,0.21808,0.17132,0.1612,0.25232,0.30915,0.27355,0.26935,0.33105,0.14244,0.12799,0.14784,0.23468,0.15079,0.2573,0.06559,0.06504,0.06483,0.06486,0.06048,0.2271,0.2278,0.23101,0.66407,0.55463
39,0.13586,0.14034,0.13889,0.13736,0.1383,0.17995,0.23577,0.23654,0.23104,0.1098,0.20745,0.15747,0.16856,0.16854,0.13131,0.07711,0.06766,0.04315,0.04257,0.05172,0.14454,0.14236,0.1438,0.1367,0.14006,0.14973,0.21329,0.15109,0.1499,0.14883,0.22807,0.22807,0.09806,0.09806,0.22816,0.19622,0.24479,0.76783,0.23819,1.0,0.20745,0.15747,0.16856,0.16854,0.13131,0.11402,0.12294,0.10295,0.09796,0.11124,0.16306,0.14187,0.13726,0.16502,0.15781,0.23077,0.1522,0.24476,0.15002,0.20747,0.1367,0.14006,0.13926,0.14454,0.14236,0.25258,0.25304,0.25777,0.25258,0.22252,0.22807,0.09806,0.22807,0.09806,0.09806,0.13362,0.14403,0.12146,0.11402,0.10421,0.23559,0.24233,0.23319,0.22551,0.23586,0.1291,0.11997,0.11174,0.1159,0.11595,0.2311,0.2311,0.2311,0.23215,0.22816,0.21171,0.12013,0.12233,0.11418,0.15369,0.09973,0.23224,0.17995,0.23577,0.23654,0.23779,0.10875,0.10555,0.06081,0.23399,0.12215,0.11872,0.13094,0.13412,0.13001,0.12876,0.22816,0.23215,0.21729,0.23347,0.16561,0.12626,0.17695,0.09495,0.17967,0.15933,0.15938,0.15967,0.1592,0.1598,0.13454,0.11412,0.11308,0.1298,0.14168,0.11916,0.11941,0.11015,0.11931,0.11991,0.14151,0.13966,0.14336,0.13778,0.13581,0.19471,0.19515,0.19527,0.19829,0.17956,0.08591,0.12624,0.12527,0.12745,0.12529,0.1298,0.24284,0.24366,0.2402,0.23982,0.19146,0.20745,0.15747,0.16856,0.16854,0.13131,0.14596,0.14958,0.1593,0.14688,0.15552,0.11418,0.10532,0.12233,0.11792,0.15369,0.13411,0.07922,0.07792,0.0776,0.07731,0.07186,0.26603,0.26603,0.24272,0.26297,0.24293
40,0.10278,0.12002,0.11327,0.102,0.10111,0.23606,0.19018,0.20381,0.1925,0.12302,1.0,0.17151,0.26378,0.1902,0.14111,0.06065,0.06089,0.05892,0.06181,0.06141,0.10785,0.11458,0.11337,0.11221,0.10538,0.15681,0.18826,0.187,0.16824,0.16334,0.1763,0.1763,0.08725,0.08725,0.17382,0.20559,0.1685,0.17561,0.15875,0.20745,1.0,0.17151,0.26378,0.1902,0.14111,0.0853,0.10573,0.07688,0.08623,0.09357,0.16479,0.17913,0.117,0.15318,0.1649,0.18861,0.19716,0.16135,0.1557,0.16456,0.11221,0.10538,0.11039,0.10785,0.11458,0.15161,0.14632,0.14337,0.15161,0.15405,0.1763,0.08725,0.1763,0.08725,0.08725,0.08499,0.09564,0.09146,0.11924,0.08871,0.16655,0.17689,0.17122,0.17833,0.17955,0.0647,0.06628,0.06238,0.06743,0.06956,0.18804,0.18804,0.18804,0.18694,0.17382,0.13983,0.09991,0.06184,0.06284,0.15116,0.08004,0.19154,0.23606,0.19018,0.20381,0.18929,0.06307,0.06246,0.08154,0.15614,0.05697,0.08445,0.06482,0.06541,0.06661,0.06597,0.17382,0.18694,0.20246,0.1805,0.18618,0.17525,0.1744,0.11254,0.16088,0.14758,0.15244,0.13898,0.15609,0.1517,0.19008,0.18751,0.18594,0.17235,0.16081,0.08424,0.08747,0.10944,0.1034,0.08437,0.1125,0.12044,0.11515,0.10092,0.1026,0.15761,0.15623,0.14992,0.15147,0.1536,0.05631,0.07901,0.07908,0.09177,0.07959,0.08917,0.18299,0.16999,0.15914,0.14727,0.1952,1.0,0.17151,0.26378,0.1902,0.14111,0.10441,0.10761,0.09934,0.09499,0.10022,0.06284,0.05152,0.06184,0.10937,0.15116,0.11823,0.059,0.05728,0.05888,0.05834,0.05775,0.16132,0.15723,0.17605,0.16067,0.17867
41,0.26424,0.26454,0.2572,0.21969,0.21872,0.1932,0.39009,0.27761,0.28253,0.4851,0.17151,1.0,0.29861,0.22928,0.11623,0.08634,0.07398,0.07557,0.07355,0.06993,0.25988,0.26441,0.26247,0.25487,0.25155,0.2438,0.28793,0.24502,0.24578,0.53661,0.497,0.497,0.11218,0.11218,0.22202,0.55996,0.16791,0.15762,0.16965,0.15747,0.17151,1.0,0.29861,0.22928,0.11623,0.23973,0.18983,0.19523,0.17158,0.21052,0.50957,0.18443,0.25742,0.22674,0.47494,0.22552,0.47816,0.29281,0.24916,0.25899,0.25487,0.25155,0.25226,0.25988,0.26441,0.39306,0.3813,0.39203,0.39306,0.47721,0.497,0.11218,0.497,0.11218,0.11218,0.2089,0.16082,0.2058,0.21052,0.22324,0.23279,0.2368,0.2526,0.42448,0.23359,0.12324,0.14305,0.15525,0.14023,0.16047,0.22659,0.22659,0.22659,0.22691,0.22202,0.16162,0.22483,0.12318,0.13895,0.2248,0.15402,0.27505,0.1932,0.39009,0.27761,0.19377,0.11992,0.11953,0.05524,0.33993,0.10217,0.18253,0.14622,0.14944,0.1519,0.14707,0.22202,0.22691,0.23495,0.22495,0.24783,0.40671,0.44379,0.18166,0.37419,0.49633,0.49626,0.51897,0.53453,0.55618,0.49991,0.49266,0.4892,0.24397,0.24265,0.24979,0.25888,0.20566,0.25423,0.23915,0.25538,0.28058,0.25662,0.22017,0.24011,0.41896,0.42674,0.43521,0.41671,0.40724,0.07182,0.21578,0.1934,0.19822,0.19765,0.20444,0.19665,0.16832,0.40548,0.19739,0.24367,0.17151,1.0,0.29861,0.22928,0.11623,0.21232,0.30361,0.23497,0.22981,0.24764,0.13895,0.11945,0.12318,0.22646,0.2248,0.26331,0.08988,0.08771,0.08934,0.08852,0.07818,0.20559,0.20559,0.19167,0.1851,0.3153
42,0.18529,0.1927,0.18959,0.16341,0.17358,0.37955,0.37927,0.38669,0.33886,0.18369,0.26378,0.29861,1.0,0.49109,0.16323,0.07884,0.07189,0.06203,0.05426,0.05716,0.18674,0.18784,0.18367,0.17913,0.18139,0.20363,0.35201,0.20511,0.20206,0.20557,0.27601,0.27601,0.09741,0.09741,0.25578,0.49623,0.21614,0.1695,0.21808,0.16856,0.26378,0.29861,1.0,0.49109,0.16323,0.16728,0.13587,0.13675,0.13743,0.14701,0.2173,0.17487,0.18138,0.21681,0.21639,0.24335,0.22903,0.35843,0.21476,0.24725,0.17913,0.18139,0.18578,0.18674,0.18784,0.2924,0.26631,0.28148,0.2924,0.25711,0.27601,0.09741,0.27601,0.09741,0.09741,0.16302,0.16365,0.17482,0.1626,0.14548,0.259,0.27569,0.26941,0.24109,0.25221,0.1035,0.11806,0.12185,0.11818,0.12457,0.24254,0.24254,0.24254,0.24281,0.25578,0.17869,0.16765,0.10317,0.11276,0.23184,0.12276,0.33707,0.37955,0.37927,0.38669,0.23042,0.09951,0.09924,0.08135,0.27523,0.06877,0.14052,0.11839,0.11579,0.11864,0.07536,0.25578,0.24281,0.2416,0.24171,0.24139,0.28428,0.213,0.14338,0.20143,0.22152,0.21759,0.23067,0.23014,0.23598,0.19554,0.2851,0.18134,0.23925,0.20341,0.17498,0.17559,0.15528,0.1833,0.15778,0.18278,0.13834,0.19005,0.16389,0.17221,0.24614,0.24651,0.24369,0.24586,0.23127,0.04184,0.16416,0.1539,0.15606,0.15657,0.15551,0.2315,0.23426,0.23307,0.24249,0.21185,0.26378,0.29861,1.0,0.49109,0.16323,0.1703,0.15645,0.1523,0.17037,0.1737,0.11276,0.10375,0.10317,0.16226,0.23184,0.1487,0.07731,0.07714,0.07721,0.07681,0.07285,0.24869,0.24888,0.2641,0.26374,0.2428
43,0.13991,0.14749,0.14542,0.13753,0.14019,0.26095,0.25213,0.22982,0.20595,0.17028,0.1902,0.22928,0.49109,1.0,0.19317,0.07223,0.05924,0.05979,0.05599,0.0569,0.14481,0.14215,0.14597,0.14242,0.14202,0.21366,0.2248,0.21621,0.21289,0.21796,0.22076,0.22076,0.07507,0.07507,0.22405,0.28475,0.17916,0.16632,0.17132,0.16854,0.1902,0.22928,0.49109,1.0,0.19317,0.12433,0.1088,0.10727,0.1053,0.11424,0.22392,0.21295,0.14115,0.21152,0.20323,0.22461,0.25719,0.22157,0.21763,0.22586,0.14242,0.14202,0.14327,0.14481,0.14215,0.21028,0.20849,0.21577,0.21028,0.19573,0.22076,0.07507,0.22076,0.07507,0.07507,0.14097,0.1437,0.13024,0.11882,0.10886,0.21701,0.22204,0.21037,0.21418,0.22125,0.09445,0.10447,0.11005,0.10665,0.10836,0.22501,0.22501,0.22501,0.2269,0.22405,0.1703,0.11971,0.09309,0.09993,0.1778,0.09619,0.20561,0.26095,0.25213,0.22982,0.2468,0.09383,0.09393,0.09369,0.22224,0.08123,0.11122,0.09517,0.09479,0.09499,0.09521,0.22406,0.2269,0.2554,0.21997,0.22866,0.20482,0.21866,0.109,0.18679,0.19542,0.19444,0.18579,0.18547,0.18885,0.25002,0.23365,0.23076,0.22057,0.22236,0.12742,0.12579,0.11473,0.13202,0.12698,0.1444,0.14453,0.13959,0.13285,0.13747,0.18767,0.18767,0.19479,0.18874,0.18315,0.06423,0.12882,0.13132,0.13207,0.13087,0.13159,0.23087,0.23983,0.22497,0.2427,0.26281,0.1902,0.22928,0.49109,1.0,0.19317,0.14756,0.14212,0.14016,0.14371,0.15045,0.09993,0.08925,0.09309,0.11859,0.1778,0.13886,0.06057,0.07659,0.07606,0.05859,0.05737,0.21665,0.21647,0.2254,0.22745,0.22437
44,0.16243,0.15828,0.12473,0.1666,0.14934,0.19631,0.17525,0.17677,0.17786,0.15112,0.14111,0.11623,0.16323,0.19317,1.0,0.07554,0.07202,0.0679,0.06841,0.05912,0.16008,0.16184,0.16575,0.14278,0.16537,0.14568,0.23907,0.14374,0.15447,0.14302,0.1686,0.1686,0.10575,0.10575,0.1511,0.14306,0.159,0.14297,0.1612,0.13131,0.14111,0.11623,0.16323,0.19317,1.0,0.12451,0.14626,0.19638,0.23391,0.14482,0.1412,0.16212,0.15063,0.15673,0.16401,0.15505,0.13344,0.21128,0.15801,0.1656,0.14278,0.16537,0.16666,0.16008,0.16184,0.1632,0.15338,0.16195,0.1632,0.1585,0.1686,0.10575,0.1686,0.10575,0.10575,0.15012,0.13289,0.14071,0.15036,0.14948,0.18313,0.17476,0.18183,0.1619,0.17131,0.09121,0.09937,0.10766,0.10402,0.11662,0.17534,0.17534,0.17534,0.1666,0.1511,0.16819,0.13297,0.09022,0.09309,0.10616,0.17474,0.17374,0.19631,0.17525,0.17677,0.19597,0.09651,0.09598,0.06908,0.19415,0.08411,0.11983,0.10581,0.10374,0.10309,0.1117,0.1511,0.16689,0.14218,0.19622,0.14196,0.15433,0.16508,0.18152,0.17449,0.15198,0.15551,0.16403,0.14702,0.16652,0.1428,0.12616,0.12257,0.15652,0.15556,0.13568,0.13395,0.16337,0.10248,0.13865,0.16236,0.1596,0.15671,0.16469,0.15101,0.16306,0.15972,0.17245,0.14971,0.16717,0.06366,0.14683,0.13974,0.14913,0.13924,0.15219,0.18644,0.19624,0.21864,0.17426,0.15187,0.14111,0.11623,0.16323,0.19317,1.0,0.13767,0.17329,0.14668,0.17635,0.1397,0.09309,0.08438,0.09022,0.13486,0.10616,0.16185,0.07487,0.07337,0.0745,0.07378,0.07171,0.19382,0.19848,0.19241,0.23064,0.18526
45,0.38099,0.3808,0.37387,0.34652,0.34262,0.22246,0.27202,0.09534,0.26936,0.27246,0.0853,0.23973,0.16728,0.12433,0.12451,0.20996,0.21515,0.20206,0.19425,0.18938,0.37201,0.3712,0.37392,0.38709,0.3973,0.33542,0.25951,0.32422,0.33751,0.32949,0.36352,0.36352,0.11856,0.11856,0.3624,0.21322,0.25291,0.13478,0.22774,0.11402,0.0853,0.23973,0.16728,0.12433,0.12451,1.0,0.61367,0.51856,0.48123,0.6747,0.35507,0.19159,0.37867,0.37324,0.35798,0.31832,0.27988,0.30519,0.35305,0.37432,0.38709,0.3973,0.40412,0.37201,0.3712,0.30656,0.29644,0.30229,0.30656,0.3694,0.36352,0.11856,0.36352,0.11856,0.11856,0.60413,0.3954,0.57893,0.52301,0.42911,0.38045,0.38576,0.37545,0.34162,0.35387,0.36757,0.42951,0.43708,0.41578,0.41477,0.32989,0.32989,0.32989,0.32828,0.3624,0.19586,0.69333,0.37425,0.41782,0.44511,0.32808,0.26797,0.22246,0.27202,0.09534,0.2653,0.33186,0.3269,0.13285,0.3554,0.28588,0.41672,0.3486,0.34066,0.34954,0.3392,0.3624,0.32871,0.30747,0.32786,0.29663,0.3269,0.32482,0.35226,0.32895,0.32893,0.3328,0.34155,0.34713,0.33986,0.27925,0.27222,0.26861,0.32943,0.32302,0.61243,0.59909,0.51305,0.63324,0.54505,0.38961,0.37274,0.3739,0.33619,0.34036,0.37865,0.37781,0.39131,0.36973,0.36335,0.17513,0.72072,0.63008,0.63943,0.66251,0.64131,0.3468,0.33141,0.33246,0.3368,0.26202,0.0853,0.23973,0.16728,0.12433,0.12451,0.34147,0.39521,0.29567,0.36321,0.36496,0.41782,0.36083,0.37425,0.67712,0.44511,0.37778,0.22504,0.22458,0.22669,0.22525,0.21324,0.35374,0.35046,0.35024,0.33549,0.35684
46,0.26076,0.26501,0.26225,0.24754,0.25411,0.08121,0.29387,0.26864,0.30796,0.21118,0.10573,0.18983,0.13587,0.1088,0.14626,0.18829,0.17915,0.1734,0.17135,0.12501,0.26171,0.25787,0.26111,0.25582,0.27211,0.25646,0.29116,0.25607,0.26653,0.25555,0.26873,0.26873,0.09507,0.09507,0.26825,0.20823,0.09527,0.13743,0.08973,0.12294,0.10573,0.18983,0.13587,0.1088,0.14626,0.61367,1.0,0.58127,0.52036,0.66133,0.24675,0.22124,0.26487,0.27787,0.25884,0.27372,0.2198,0.31795,0.25965,0.29213,0.25582,0.27211,0.27596,0.26171,0.25787,0.30348,0.30231,0.2975,0.30348,0.28097,0.26873,0.09507,0.26873,0.09507,0.09507,0.42882,0.29391,0.38539,0.53456,0.45461,0.29853,0.30337,0.28835,0.29863,0.3069,0.37004,0.35082,0.37689,0.3521,0.35578,0.2618,0.2618,0.2618,0.26283,0.26825,0.21798,0.59478,0.38614,0.38317,0.34131,0.40628,0.30102,0.08121,0.29387,0.26864,0.26873,0.28065,0.28401,0.10847,0.29584,0.30053,0.38438,0.40178,0.40054,0.39639,0.37649,0.26825,0.26283,0.23429,0.26042,0.2086,0.23521,0.28605,0.40845,0.27831,0.26815,0.26421,0.27584,0.28125,0.25781,0.21976,0.21289,0.20876,0.24344,0.23739,0.42904,0.4177,0.53923,0.41819,0.40508,0.2692,0.25344,0.25671,0.2427,0.24802,0.27506,0.26273,0.28901,0.29039,0.2703,0.19665,0.50136,0.44368,0.45652,0.46197,0.44982,0.30631,0.30946,0.31056,0.2843,0.20374,0.10573,0.18983,0.13587,0.1088,0.14626,0.24893,0.27796,0.26691,0.25149,0.30094,0.38317,0.33588,0.38614,0.6128,0.34131,0.26369,0.19529,0.19461,0.19169,0.19324,0.18545,0.2911,0.2889,0.29763,0.31275,0.28338
47,0.23548,0.22796,0.22519,0.20742,0.22029,0.28813,0.26475,0.24005,0.252,0.23775,0.07688,0.19523,0.13675,0.10727,0.19638,0.20428,0.21058,0.1954,0.19248,0.12316,0.23411,0.22526,0.2409,0.23844,0.2268,0.25721,0.32106,0.253,0.25424,0.25558,0.24768,0.24768,0.09728,0.09728,0.24699,0.19556,0.24457,0.11742,0.22488,0.10295,0.07688,0.19523,0.13675,0.10727,0.19638,0.51856,0.58127,1.0,0.78096,0.66121,0.26242,0.32258,0.22694,0.27397,0.26215,0.24369,0.21584,0.32775,0.27168,0.28668,0.23844,0.2268,0.23748,0.23411,0.22526,0.23911,0.22686,0.23771,0.23911,0.2523,0.24768,0.09728,0.24768,0.09728,0.09728,0.40061,0.29199,0.38801,0.54461,0.50115,0.25284,0.25736,0.24377,0.25631,0.25518,0.31396,0.34814,0.38992,0.35248,0.37411,0.23339,0.23339,0.23339,0.23372,0.24699,0.20339,0.49267,0.33802,0.37964,0.29122,0.5651,0.24983,0.28813,0.26475,0.24005,0.26043,0.2839,0.2933,0.10998,0.2678,0.26317,0.38995,0.34661,0.33774,0.34898,0.33738,0.24699,0.23372,0.21351,0.2329,0.20263,0.22614,0.28048,0.60892,0.29645,0.27238,0.26332,0.28765,0.29348,0.26137,0.21409,0.21509,0.20911,0.25475,0.25433,0.42946,0.41003,0.61592,0.41148,0.39495,0.228,0.22183,0.22553,0.20954,0.21771,0.23464,0.24091,0.25901,0.25959,0.24114,0.1687,0.40914,0.38946,0.38854,0.39616,0.3974,0.27227,0.26876,0.27364,0.25406,0.18418,0.07688,0.19523,0.13675,0.10727,0.19638,0.20098,0.24023,0.22171,0.21222,0.22231,0.37964,0.31314,0.33802,0.50259,0.29122,0.23247,0.20538,0.20542,0.20694,0.2036,0.2021,0.26894,0.26231,0.26748,0.28958,0.25005
48,0.2243,0.19837,0.22678,0.20246,0.20217,0.0836,0.25738,0.0801,0.24503,0.21545,0.08623,0.17158,0.13743,0.1053,0.23391,0.19067,0.20288,0.19775,0.18795,0.13073,0.21494,0.21982,0.22214,0.22173,0.22152,0.23313,0.28684,0.22095,0.22628,0.22641,0.2214,0.2214,0.09323,0.09323,0.21872,0.18211,0.23737,0.11413,0.22139,0.09796,0.08623,0.17158,0.13743,0.1053,0.23391,0.48123,0.52036,0.78096,1.0,0.56087,0.22506,0.3582,0.21733,0.24223,0.2292,0.21509,0.1903,0.28467,0.23973,0.24885,0.22173,0.22152,0.22373,0.21494,0.21982,0.22313,0.22711,0.22722,0.22313,0.24251,0.2214,0.09323,0.2214,0.09323,0.09323,0.35626,0.28184,0.34766,0.49171,0.45407,0.2563,0.26434,0.25226,0.26716,0.26819,0.28189,0.30592,0.35392,0.31383,0.35269,0.2044,0.2044,0.2044,0.20443,0.21872,0.20139,0.4272,0.30031,0.33718,0.26014,0.6088,0.23724,0.0836,0.25738,0.0801,0.22443,0.26516,0.27986,0.10528,0.24858,0.23818,0.35647,0.29247,0.28321,0.29314,0.2838,0.21872,0.20455,0.19408,0.20193,0.1846,0.20296,0.25695,0.69066,0.26216,0.24094,0.239,0.25133,0.26171,0.23318,0.19152,0.19116,0.19075,0.22788,0.21902,0.38846,0.3761,0.54019,0.37028,0.36705,0.21346,0.19459,0.22248,0.19667,0.20191,0.24312,0.24455,0.25487,0.2501,0.23351,0.1579,0.3778,0.35633,0.36218,0.37564,0.36168,0.26373,0.25304,0.26078,0.24598,0.20007,0.08623,0.17158,0.13743,0.1053,0.23391,0.18701,0.21804,0.20952,0.18933,0.20754,0.33718,0.27229,0.30031,0.4326,0.26014,0.21419,0.20468,0.20565,0.20605,0.19738,0.20043,0.26163,0.25546,0.25776,0.2699,0.24925
49,0.29764,0.29263,0.28149,0.26838,0.27766,0.09093,0.32653,0.15943,0.29181,0.2476,0.09357,0.21052,0.14701,0.11424,0.14482,0.16747,0.21518,0.20222,0.19994,0.13337,0.28586,0.283,0.29642,0.29602,0.29356,0.28335,0.30806,0.27914,0.28761,0.28159,0.30529,0.30529,0.10471,0.10471,0.30201,0.19565,0.28464,0.12419,0.15654,0.11124,0.09357,0.21052,0.14701,0.11424,0.14482,0.6747,0.66133,0.66121,0.56087,1.0,0.27085,0.23426,0.28128,0.30468,0.2914,0.2862,0.23003,0.35106,0.28819,0.31178,0.29602,0.29356,0.29459,0.28586,0.283,0.28341,0.27639,0.28268,0.28341,0.3161,0.30529,0.10471,0.30529,0.10471,0.10471,0.47419,0.33047,0.44229,0.61052,0.51613,0.32943,0.32218,0.31987,0.31991,0.32274,0.35567,0.39945,0.40982,0.39913,0.40096,0.28808,0.28808,0.28808,0.28767,0.30201,0.19301,0.55442,0.38074,0.41034,0.36182,0.37304,0.29116,0.09093,0.32653,0.15943,0.27112,0.32495,0.32168,0.10695,0.34727,0.2842,0.4127,0.35269,0.34627,0.35554,0.34905,0.30343,0.28767,0.25605,0.2854,0.23541,0.26549,0.30846,0.43319,0.31546,0.29472,0.2935,0.31357,0.31828,0.3001,0.2305,0.2294,0.22541,0.27083,0.27161,0.49207,0.47861,0.60409,0.47519,0.48714,0.29415,0.28113,0.28805,0.26567,0.25919,0.30675,0.29868,0.31599,0.29634,0.30065,0.09882,0.54199,0.49259,0.48907,0.50746,0.50846,0.36476,0.35721,0.35678,0.34304,0.23843,0.09357,0.21052,0.14701,0.11424,0.14482,0.25976,0.30112,0.25205,0.27247,0.28343,0.41034,0.34704,0.38074,0.56257,0.36182,0.28724,0.22188,0.22164,0.22195,0.22031,0.21659,0.35266,0.34953,0.35641,0.35638,0.29935
